genome_id	genome_name	taxon_id	genome_status	genome_length	gc_content	contig_l50	contig_n50	chromosomes	plasmids	contigs	patric_cds	refseq_cds	trna	rrnacoarse_consistency	fine_consistency	checkm_completeness	checkm_contamination	genome_qualitydate_created	date_modified
573.14433	Klebsiella pneumoniae KPN838ec	573	WGS	5573906	57.16	11	177647			129	5564		61		97.8	100.0	0.0		2017-08-09T07:39:33.056Z
573.14434	Klebsiella pneumoniae KPN839ec	573	WGS	5560939	57.17	14	135738			120	5611		72		98.0	100.0	0.0		2017-08-09T07:40:50.639Z
573.14435	Klebsiella pneumoniae KPN840ec	573	WGS	5496952	57.18	6	224339			87	5495		68		98.0	100.0	0.3		2017-08-09T07:41:16.146Z
573.14436	Klebsiella pneumoniae KPN841ec	573	WGS	5441258	57.3	13	160185			111	5381		72		97.6	100.0	0.0		2017-08-09T07:40:27.351Z
573.14437	Klebsiella pneumoniae KPN843ec	573	WGS	5453167	57.31	10	180102			77	5385		64		97.6	100.0	0.0		2017-08-09T07:40:35.062Z
573.14438	Klebsiella pneumoniae KPN844ec	573	WGS	5490049	57.28	10	177647			93	5430		71		97.8	100.0	0.0		2017-08-09T07:40:36.443Z
573.14440	Klebsiella pneumoniae KPN848ec	573	WGS	5310756	57.47	11	179982			89	5262		58		97.7	100.0	1.3		2017-08-09T07:41:13.794Z
573.14439	Klebsiella pneumoniae KPN849ec	573	WGS	5994633	56.58	79	18681			663	6545		67		94.2	99.0	7.1		2017-08-09T07:43:58.548Z
573.14441	Klebsiella pneumoniae KPN850ec	573	WGS	5519511	57.16	13	137353			135	5571		64		97.9	100.0	0.0		2017-08-09T07:42:49.062Z
573.14442	Klebsiella pneumoniae KPN852ec	573	WGS	5516039	57.23	13	159099			100	5447		59		97.8	100.0	0.0		2017-08-09T07:43:45.843Z
573.14443	Klebsiella pneumoniae KPN853ec	573	WGS	5259750	57.45	7	306981			49	5123		68		98.2	100.0	0.0		2017-08-09T07:43:17.158Z
573.14444	Klebsiella pneumoniae KPN854ec	573	WGS	5568689	57.16	12	149643			130	5628		71		98.1	100.0	0.0		2017-08-09T07:44:40.604Z
573.14445	Klebsiella pneumoniae KPN857ec	573	WGS	5450386	57.31	11	210128			70	5369		71		97.8	100.0	0.3		2017-08-09T07:44:07.063Z
573.14446	Klebsiella pneumoniae KPN858ec	573	WGS	5480426	57.31	12	161193			89	5438		65		97.9	100.0	0.3		2017-08-09T07:44:48.129Z
573.14447	Klebsiella pneumoniae KPN860ec	573	WGS	5468093	57.31	16	113640			114	5436		65		97.9	100.0	0.3		2017-08-09T07:47:36.101Z
573.14448	Klebsiella pneumoniae KPN863ec	573	WGS	5337309	57.41	13	141837			95	5262		60		97.6	100.0	0.0		2017-08-09T07:49:35.093Z
573.14449	Klebsiella pneumoniae KPN864ec	573	WGS	5378758	57.39	12	141942			105	5309		71		97.6	100.0	0.0		2017-08-09T07:50:23.423Z
573.14450	Klebsiella pneumoniae KPN865ec	573	WGS	7943584	56.31	56	32502			1367	8778		53		76.8	100.0	27.1		2017-08-09T07:58:43.920Z
573.14451	Klebsiella pneumoniae KPN866ec	573	WGS	5508581	57.17	14	134924			136	5566		71		98.0	100.0	0.0		2017-08-09T07:53:35.811Z
573.14452	Klebsiella pneumoniae KPN867ec	573	WGS	5398738	57.38	11	161192			78	5326		65		97.9	100.0	0.0		2017-08-09T07:52:53.859Z
573.14453	Klebsiella pneumoniae KPN868ec	573	WGS	5485867	57.19	23	79141			138	5431		37		97.6	100.0	0.0		2017-08-09T07:53:05.325Z
573.14455	Klebsiella pneumoniae KPN870ec	573	WGS	5563655	57.17	14	140011			129	5556		55		97.5	100.0	0.0		2017-08-09T07:52:50.524Z
573.14454	Klebsiella pneumoniae KPN871ec	573	WGS	5423482	57.09	7	291221			52	5358		67		98.1	100.0	0.0		2017-08-09T07:52:47.160Z
573.14456	Klebsiella pneumoniae KPN874ec	573	WGS	5565295	57.18	13	141333			130	5550		52		97.6	100.0	0.0		2017-08-09T07:54:26.863Z
573.14457	Klebsiella pneumoniae KPN875ec	573	WGS	5398453	57.38	10	195994			75	5329		64		98.0	100.0	0.0		2017-08-09T07:53:39.139Z
573.14458	Klebsiella pneumoniae KPN876ec	573	WGS	5417389	57.34	10	165737			92	5359		66		97.8	100.0	0.0		2017-08-09T07:55:47.881Z
573.14459	Klebsiella pneumoniae KPN877ec	573	WGS	5402909	57.35	10	161193			84	5325		69		98.0	100.0	0.2		2017-08-09T07:55:24.649Z
573.14460	Klebsiella pneumoniae KPN878ec	573	WGS	5481864	57.31	13	160366			89	5439		72		97.9	100.0	0.0		2017-08-09T07:55:50.051Z
573.14461	Klebsiella pneumoniae KPN879ec	573	WGS	5504640	57.27	9	205175			78	5540		73		98.0	100.0	0.0		2017-08-09T07:56:17.987Z
573.14462	Klebsiella pneumoniae KPN880ec	573	WGS	5501546	57.18	13	146314			138	5550		70		97.9	100.0	0.0		2017-08-09T07:56:21.772Z
573.14463	Klebsiella pneumoniae KPN881ec	573	WGS	5431032	57.25	7	267567			66	5357		65		97.9	100.0	1.3		2017-08-09T07:58:40.273Z
573.14464	Klebsiella pneumoniae KPN882ec	573	WGS	5413818	57.31	12	160068			81	5310		63		97.9	100.0	0.0		2017-08-09T08:00:27.280Z
573.14465	Klebsiella pneumoniae KPN883ec	573	WGS	5518207	57.22	11	154281			111	5559		68		97.8	100.0	0.0		2017-08-09T08:01:16.367Z
573.14466	Klebsiella pneumoniae KPN886ec	573	WGS	5370596	57.26	10	203838			81	5371		68		98.2	100.0	0.0		2017-08-09T08:04:53.193Z
573.14467	Klebsiella pneumoniae KPN887ec	573	WGS	5498236	57.22	11	172132			66	5444		72		97.6	100.0	0.0		2017-08-09T08:05:12.929Z
573.14468	Klebsiella pneumoniae KPN888ec	573	WGS	5471501	57.33	8	274099			67	5475		72		98.2	100.0	0.0		2017-08-09T08:05:26.475Z
573.14469	Klebsiella pneumoniae KPN890ec	573	WGS	5313979	57.47	10	186230			83	5266		65		97.9	100.0	1.0		2017-08-09T08:05:09.866Z
573.14470	Klebsiella pneumoniae KPN891ec	573	WGS	5411907	57.34	11	166310			87	5337		69		97.9	100.0	0.0		2017-08-09T08:05:07.065Z
573.14471	Klebsiella pneumoniae KPN892ec	573	WGS	5460041	57.32	12	163927			79	5411		70		98.0	100.0	0.0		2017-08-09T08:04:34.585Z
573.14472	Klebsiella pneumoniae KPN893ec	573	WGS	5571020	57.18	11	172132			125	5556		69		97.9	100.0	0.0		2017-08-09T08:05:30.107Z
573.14473	Klebsiella pneumoniae KPN894ec	573	WGS	5394267	57.37	10	195986			84	5328		69		97.9	100.0	0.3		2017-08-09T08:07:05.781Z
573.14474	Klebsiella pneumoniae KPN895ec	573	WGS	5560507	57.23	8	177647			73	5505		65		97.9	100.0	0.0		2017-08-09T08:07:03.560Z
573.14475	Klebsiella pneumoniae KPN896ec	573	WGS	5820099	56.99	15	137334			137	5848		73		97.7	100.0	0.0		2017-08-09T08:07:56.693Z
573.14477	Klebsiella pneumoniae KPN900ec	573	WGS	5556837	57.2	11	172795			103	5586		64		98.2	100.0	0.0		2017-08-09T08:07:48.418Z
573.14478	Klebsiella pneumoniae KPN902ec	573	WGS	5413254	57.34	12	160185			88	5355		63		97.9	100.0	0.0		2017-08-09T08:09:55.439Z
573.14479	Klebsiella pneumoniae KPN903ec	573	WGS	6032458	56.51	79	18469			677	6643		71		93.1	99.3	9.3		2017-08-09T08:14:50.849Z
573.14480	Klebsiella pneumoniae KPN904ec	573	WGS	5434200	57.18	12	146314			120	5447		72		97.7	99.7	0.3		2017-08-09T08:13:06.836Z
573.14481	Klebsiella pneumoniae KPN906ec	573	WGS	5353267	57.46	10	216003			55	5326		77		98.2	100.0	0.0		2017-08-09T08:12:18.472Z
573.14482	Klebsiella pneumoniae KPN907ec	573	WGS	5517123	57.21	11	177647			76	5474		62		97.3	100.0	0.0		2017-08-09T08:15:14.490Z
573.14483	Klebsiella pneumoniae KPN908ec	573	WGS	5547272	57.13	14	136940			126	5605		66		98.1	100.0	0.0		2017-08-09T08:16:31.257Z
573.14485	Klebsiella pneumoniae KPN909ec	573	WGS	5473598	57.26	10	154281			111	5482		64		97.9	99.3	0.0		2017-08-09T08:16:28.131Z
573.14484	Klebsiella pneumoniae KPN911ec	573	WGS	5501098	57.31	9	205973			66	5512		72		98.2	100.0	0.0		2017-08-09T08:16:33.655Z
573.14486	Klebsiella pneumoniae KPN912ec	573	WGS	5429079	57.34	12	164051			91	5367		72		97.9	100.0	0.0		2017-08-09T08:17:10.798Z
573.14487	Klebsiella pneumoniae KPN913ec	573	WGS	5518891	57.21	10	177647			67	5474		63		97.8	100.0	0.0		2017-08-09T08:17:07.424Z
573.14488	Klebsiella pneumoniae KPN914ec	573	WGS	5521955	57.21	10	165710			71	5474		73		97.7	100.0	0.0		2017-08-09T08:17:44.396Z
573.14489	Klebsiella pneumoniae KPN915ec	573	WGS	5504580	57.22	11	165345			69	5440		71		97.6	100.0	0.0		2017-08-09T08:19:01.643Z
573.14490	Klebsiella pneumoniae KPN916ec	573	WGS	5580977	57.48	12	182764			93	5582		60		98.1	100.0	0.7		2017-08-09T08:18:48.365Z
573.14491	Klebsiella pneumoniae KPN918ec	573	WGS	5728129	57.1	13	146315			99	5716		68		97.6	100.0	0.0		2017-08-09T08:19:42.409Z
573.14492	Klebsiella pneumoniae KPN919ec	573	WGS	5481993	57.31	13	160380			93	5441		70		97.9	100.0	0.3		2017-08-09T08:19:39.193Z
573.14493	Klebsiella pneumoniae KPN921ec	573	WGS	5599660	57.14	14	135899			114	5652		67		98.1	99.7	0.3		2017-08-09T08:20:05.156Z
573.14494	Klebsiella pneumoniae KPN922ec	573	WGS	5312984	57.42	11	160067			88	5231		65		97.8	100.0	0.0		2017-08-09T08:20:28.353Z
573.14495	Klebsiella pneumoniae KPN923ec	573	WGS	5498338	57.25	12	161754			89	5443		66		97.8	100.0	0.0		2017-08-09T08:23:16.827Z
573.14496	Klebsiella pneumoniae KPN924ec	573	WGS	5622681	57.13	14	147075			104	5583		67		97.8	100.0	0.0		2017-08-09T08:24:09.459Z
573.14497	Klebsiella pneumoniae KPN925ec	573	WGS	5581009	57.16	11	166188			120	5570		69		97.9	100.0	0.0		2017-08-09T08:26:16.813Z
573.14498	Klebsiella pneumoniae KPN926ec	573	WGS	5568849	57.17	12	146315			124	5614		62		98.1	100.0	0.0		2017-08-09T08:25:43.268Z
573.14499	Klebsiella pneumoniae KPN927ec	573	WGS	5433172	57.24	8	243026			67	5362		68		97.9	100.0	1.3		2017-08-09T08:27:06.310Z
573.14500	Klebsiella pneumoniae KPN928ec	573	WGS	5479834	57.31	14	133839			98	5445		71		97.9	100.0	0.3		2017-08-09T08:27:11.313Z
573.14501	Klebsiella pneumoniae KPN929ec	573	WGS	5576611	57.19	11	172135			114	5522		68		97.5	100.0	0.0		2017-08-09T08:27:09.372Z
573.14502	Klebsiella pneumoniae KPN930ec	573	WGS	5360760	57.4	10	180090			78	5267		67		98.0	100.0	0.0		2017-08-09T08:28:11.285Z
573.14503	Klebsiella pneumoniae KPN931ec	573	WGS	5502612	57.32	8	216338			98	5525		76		98.1	100.0	0.0		2017-08-09T08:28:19.292Z
573.14504	Klebsiella pneumoniae KPN933ec	573	WGS	5391253	57.37	10	195986			84	5327		64		97.9	100.0	0.3		2017-08-09T08:28:57.750Z
573.14505	Klebsiella pneumoniae KPN934ec	573	WGS	5548935	57.26	11	182863			74	5498		61		97.8	100.0	0.0		2017-08-09T08:29:11.124Z
573.14506	Klebsiella pneumoniae KPN935ec	573	WGS	5517917	56.86	10	203794			59	5504		60		98.2	100.0	0.7		2017-08-09T08:29:54.953Z
573.14507	Klebsiella pneumoniae KPN939ec	573	WGS	5578459	57.17	11	172759			120	5623		63		98.2	100.0	0.0		2017-08-09T08:31:07.697Z
573.14508	Klebsiella pneumoniae KPN940ec	573	WGS	5393905	57.37	10	199664			80	5330		68		97.9	100.0	0.3		2017-08-09T08:30:23.735Z
573.14509	Klebsiella pneumoniae KPN941ec	573	WGS	5462471	57.2	12	149643			121	5508		68		97.9	100.0	0.0		2017-08-09T08:31:20.107Z
573.14510	Klebsiella pneumoniae KPN942ec	573	WGS	5517597	57.26	10	223518			71	5425		62		97.8	100.0	0.0		2017-08-09T08:31:28.535Z
573.14511	Klebsiella pneumoniae KPN943ec	573	WGS	5423544	57.37	8	228736			58	5405		77		98.2	100.0	0.0		2017-08-09T08:33:36.307Z
573.14512	Klebsiella pneumoniae KPN944ec	573	WGS	5574188	57.17	14	137929			134	5622		73		97.9	100.0	0.0		2017-08-09T08:34:42.940Z
573.14513	Klebsiella pneumoniae KPN945ec	573	WGS	5472754	57.28	11	172222			88	5390		69		97.9	100.0	0.0		2017-08-09T08:35:31.782Z
573.14514	Klebsiella pneumoniae KPN946ec	573	WGS	5516121	57.26	10	212240			71	5424		61		97.8	100.0	0.0		2017-08-09T08:36:20.233Z
573.14515	Klebsiella pneumoniae KPN947ec	573	WGS	5518227	57.26	10	223520			71	5429		71		97.8	100.0	0.0		2017-08-09T08:37:53.619Z
573.14516	Klebsiella pneumoniae KPN948ec	573	WGS	5459842	57.19	12	146314			122	5494		72		98.1	100.0	0.0		2017-08-09T08:38:16.082Z
573.14517	Klebsiella pneumoniae KPN950ec	573	WGS	5479008	57.3	12	161193			86	5435		78		97.9	100.0	0.0		2017-08-09T08:38:19.502Z
573.14519	Klebsiella pneumoniae KPN951ec	573	WGS	5607212	57.07	10	177647			85	5587		62		97.6	100.0	0.0		2017-08-09T08:39:26.223Z
573.14518	Klebsiella pneumoniae KPN952ec	573	WGS	5555722	57.13	11	183346			75	5485		62		97.3	100.0	0.0		2017-08-09T08:38:51.181Z
573.14520	Klebsiella pneumoniae KPN953ec	573	WGS	5492018	57.28	11	165347			89	5442		71		97.8	100.0	0.0		2017-08-09T08:40:24.624Z
573.14521	Klebsiella pneumoniae KPN954ec	573	WGS	5517236	57.23	11	189918			95	5462		69		97.8	100.0	0.0		2017-08-09T08:40:32.786Z
573.14522	Klebsiella pneumoniae KPN956ec	573	WGS	5416011	57.31	9	224698			65	5325		65		97.9	100.0	0.0		2017-08-09T08:40:35.162Z
573.14523	Klebsiella pneumoniae KPN957ec	573	WGS	5547151	57.13	13	136799			126	5612		64		98.1	100.0	0.0		2017-08-09T08:41:28.515Z
573.14524	Klebsiella pneumoniae KPN958ec	573	WGS	5740845	57.04	14	144522			102	5729		68		97.4	100.0	0.0		2017-08-09T08:42:33.589Z
573.14525	Klebsiella pneumoniae KPN959ec	573	WGS	5444220	57.3	11	163422			93	5388		67		97.6	100.0	0.0		2017-08-09T08:42:16.717Z
573.14526	Klebsiella pneumoniae KPN960ec	573	WGS	5402729	57.37	12	164049			80	5335		73		98.0	100.0	0.0		2017-08-09T08:42:20.041Z
573.14527	Klebsiella pneumoniae KPN962ec	573	WGS	5553043	57.15	10	212240			73	5479		70		97.6	100.0	0.0		2017-08-09T08:43:57.403Z
573.14528	Klebsiella pneumoniae KPN963ec	573	WGS	5491648	57.28	10	195842			91	5437		65		97.8	100.0	0.0		2017-08-09T08:45:38.466Z
573.14529	Klebsiella pneumoniae KPN965ec	573	WGS	5492257	57.3	8	230748			59	5476		69		98.0	100.0	0.3		2017-08-09T08:45:35.845Z
573.14530	Klebsiella pneumoniae KPN966ec	573	WGS	5481653	57.3	12	161193			93	5436		74		97.9	100.0	0.3		2017-08-09T08:46:26.538Z
573.14531	Klebsiella pneumoniae KPN967ec	573	WGS	5650779	57.16	14	146314			119	5692		70		98.2	100.0	0.0		2017-08-09T08:49:04.660Z
573.14532	Klebsiella pneumoniae KPN968ec	573	WGS	5374324	57.39	11	165345			76	5281		71		98.2	100.0	0.0		2017-08-09T08:49:02.397Z
573.14533	Klebsiella pneumoniae KPN973ec	573	WGS	5321529	57.37	14	130089			91	5309		58		98.0	100.0	0.0		2017-08-09T08:48:39.316Z
573.14534	Klebsiella pneumoniae KPN974ec	573	WGS	5614766	57.14	11	218732			83	5649		69		98.3	100.0	0.0		2017-08-09T08:50:03.416Z
573.14535	Klebsiella pneumoniae KPN975ec	573	WGS	5753798	56.94	10	200082			78	5745		67		97.6	100.0	0.3		2017-08-09T08:50:30.813Z
573.14536	Klebsiella pneumoniae KPN977ec	573	WGS	5626289	57.13	15	142222			114	5661		72		97.7	100.0	0.3		2017-08-09T08:52:09.725Z
573.14537	Klebsiella pneumoniae KPN978ec	573	WGS	5450066	57.25	12	139186			106	5474		71		97.9	100.0	0.2		2017-08-09T08:51:15.686Z
573.14538	Klebsiella pneumoniae KPN980ec	573	WGS	5488089	57.3	10	168854			78	5469		71		98.0	100.0	0.3		2017-08-09T08:51:53.789Z
573.14539	Klebsiella pneumoniae KPN981ec	573	WGS	5450574	57.32	11	202179			67	5364		71		97.9	100.0	0.3		2017-08-09T08:52:02.130Z
573.14540	Klebsiella pneumoniae KPN982ec	573	WGS	5445576	57.27	12	149643			90	5458		74		97.7	100.0	0.0		2017-08-09T08:53:09.649Z
573.14541	Klebsiella pneumoniae KPN983ec	573	WGS	5365990	57.39	10	161193			89	5277		69		97.8	100.0	0.0		2017-08-09T08:53:37.841Z
573.14542	Klebsiella pneumoniae KPN984ec	573	WGS	5564550	57.17	15	129562			141	5626		65		98.0	100.0	0.5		2017-08-09T08:53:41.252Z
573.14543	Klebsiella pneumoniae KPN986ec	573	WGS	5304250	57.39	12	161193			71	5214		75		97.6	100.0	0.0		2017-08-09T08:54:44.143Z
573.14544	Klebsiella pneumoniae KPN988ec	573	WGS	5489456	57.27	11	210128			71	5422		72		97.9	100.0	0.3		2017-08-09T08:55:53.552Z
573.14545	Klebsiella pneumoniae KPN989ec	573	WGS	5483423	57.16	13	129470			148	5561		67		98.1	99.7	0.0		2017-08-09T08:56:45.029Z
573.14546	Klebsiella pneumoniae KPN990ec	573	WGS	5491013	57.26	10	210128			65	5414		74		97.9	100.0	0.3		2017-08-09T08:56:36.690Z
573.14547	Klebsiella pneumoniae KPN994ec	573	WGS	5463993	57.15	29	55031			254	5588		68		97.1	99.7	1.7		2017-08-09T09:00:24.839Z
573.14548	Klebsiella pneumoniae KPN995ec	573	WGS	5493405	57.26	10	172132			79	5440		70		97.4	100.0	0.3		2017-08-09T08:59:34.107Z
573.14549	Klebsiella pneumoniae KPN997ec	573	WGS	5542587	57.2	11	177647			111	5510		71		97.9	100.0	0.0		2017-08-09T09:00:16.148Z
573.14550	Klebsiella pneumoniae KPN999ec	573	WGS	5442843	57.34	17	112360			105	5377		66		97.6	100.0	1.3		2017-08-09T09:01:48.882Z
573.66570	Klebsiella pneumoniae KP_NORM_BLD_1031	573	WGS	5402300	57.392647	11	180702	0	0	125	5373		75		98.3	100.0	0.0		2024-03-03T20:55:25.127Z
573.66569	Klebsiella pneumoniae KP_NORM_BLD_1032	573	WGS	5587393	57.229893	11	172947	0	0	84	5552		71		98.4	100.0	0.0		2024-03-03T20:55:11.557Z
573.66568	Klebsiella pneumoniae KP_NORM_BLD_1034	573	WGS	5455421	57.308796	5	427351	0	0	51	5375		71		98.4	100.0	0.0		2024-03-03T20:54:52.029Z
573.66566	Klebsiella pneumoniae KP_NORM_BLD_1035	573	WGS	5631038	56.888714	21	88321	0	0	174	5706		76		97.9	100.0	0.3		2024-03-03T20:57:35.792Z
573.66572	Klebsiella pneumoniae KP_NORM_BLD_1038	573	WGS	5524323	57.401947	10	161006	0	0	139	5475		74		98.7	100.0	0.2		2024-03-03T20:56:00.297Z
573.66573	Klebsiella pneumoniae KP_NORM_BLD_1042	573	WGS	5698140	56.775177	11	147038	0	0	137	5686		80		97.5	100.0	0.1		2024-03-03T20:56:56.248Z
573.66574	Klebsiella pneumoniae KP_NORM_BLD_1045	573	WGS	5359444	57.275345	15	126073	0	0	132	5328		73		98.2	99.9	0.2		2024-03-03T20:56:37.970Z
573.66578	Klebsiella pneumoniae KP_NORM_BLD_108841	573	WGS	5321724	57.492664	7	273592	0	0	70	5246		74		98.4	100.0	0.0		2024-03-03T20:56:29.447Z
573.66579	Klebsiella pneumoniae KP_NORM_BLD_108846	573	WGS	5538136	57.2909	11	170752	0	0	134	5510		75		97.7	100.0	0.2		2024-03-03T21:02:17.891Z
573.66577	Klebsiella pneumoniae KP_NORM_BLD_108849	573	WGS	5388680	57.16491	9	208673	0	0	73	5258		73		98.4	99.9	0.0		2024-03-03T20:56:35.372Z
573.66575	Klebsiella pneumoniae KP_NORM_BLD_108853	573	WGS	5540229	57.125507	7	319254	0	0	48	5459		78		98.2	100.0	0.0		2024-03-03T20:56:26.637Z
573.66576	Klebsiella pneumoniae KP_NORM_BLD_108856	573	WGS	5130198	57.63844	6	352572	0	0	48	4983		75		98.3	100.0	0.1		2024-03-03T20:55:57.700Z
573.66582	Klebsiella pneumoniae KP_NORM_BLD_110764	573	WGS	5516809	57.21802	12	158801	0	0	145	5549		74		98.2	99.9	0.2		2024-03-03T20:56:59.785Z
573.66583	Klebsiella pneumoniae KP_NORM_BLD_110766	573	WGS	5509156	57.286053	41	38672	0	0	259	5584		72		97.1	99.9	1.3		2024-03-03T21:02:42.397Z
573.66581	Klebsiella pneumoniae KP_NORM_BLD_110770	573	WGS	5518044	57.29485	12	167752	0	0	92	5425		75		97.9	100.0	0.1		2024-03-03T20:56:47.559Z
573.66580	Klebsiella pneumoniae KP_NORM_BLD_110772	573	WGS	5354464	57.430344	8	274879	0	0	57	5221		74		98.4	100.0	0.1		2024-03-03T20:56:21.238Z
573.66585	Klebsiella pneumoniae KP_NORM_BLD_110785	573	WGS	5357228	57.338497	8	269972	0	0	75	5282		76		97.9	99.9	0.0		2024-03-03T20:56:32.304Z
573.66586	Klebsiella pneumoniae KP_NORM_BLD_111571	573	WGS	5325173	57.49139	7	325657	0	0	67	5247		76		98.4	100.0	0.0		2024-03-03T20:57:27.473Z
573.66590	Klebsiella pneumoniae KP_NORM_BLD_111579	573	WGS	5461836	57.201004	8	324159	0	0	56	5350		72		98.4	100.0	0.0		2024-03-03T20:56:52.953Z
573.66588	Klebsiella pneumoniae KP_NORM_BLD_111583	573	WGS	5392932	57.458447	8	227624	0	0	87	5338		76		98.2	100.0	0.0		2024-03-03T20:57:30.319Z
573.66587	Klebsiella pneumoniae KP_NORM_BLD_111588	573	WGS	5380672	57.439835	8	256063	0	0	64	5245		72		98.2	99.9	0.0		2024-03-03T20:56:23.956Z
573.66589	Klebsiella pneumoniae KP_NORM_BLD_111590	573	WGS	5554650	57.150818	7	302887	0	0	76	5419		74		97.8	100.0	0.0		2024-03-03T20:57:02.536Z
573.66591	Klebsiella pneumoniae KP_NORM_BLD_111602	573	WGS	5356989	57.401314	8	296367	0	0	48	5252		76		98.1	100.0	0.0		2024-03-03T20:57:08.879Z
573.66595	Klebsiella pneumoniae KP_NORM_BLD_112118	573	WGS	5421343	57.184372	6	293314	0	0	71	5292		72		98.1	100.0	0.0		2024-03-03T20:57:21.259Z
573.66593	Klebsiella pneumoniae KP_NORM_BLD_112121	573	WGS	5397993	57.46395	5	408882	0	0	63	5331		76		98.5	100.0	0.1		2024-03-03T20:57:24.673Z
573.66592	Klebsiella pneumoniae KP_NORM_BLD_112124	573	WGS	5477186	57.086685	7	292555	0	0	81	5442		73		97.9	100.0	0.0		2024-03-03T20:57:44.925Z
573.66594	Klebsiella pneumoniae KP_NORM_BLD_112137	573	WGS	5312817	57.478188	6	323973	0	0	51	5159		75		98.3	100.0	0.1		2024-03-03T20:57:18.457Z
573.66599	Klebsiella pneumoniae KP_NORM_BLD_112139	573	WGS	5219830	57.499306	6	292344	0	0	39	5104		74		98.5	100.0	0.0		2024-03-03T20:56:50.452Z
573.66597	Klebsiella pneumoniae KP_NORM_BLD_112162	573	WGS	5498934	57.315983	8	225404	0	0	66	5365		74		98.3	100.0	0.0		2024-03-03T20:57:05.832Z
573.66598	Klebsiella pneumoniae KP_NORM_BLD_112176	573	WGS	5146827	57.653522	8	234242	0	0	48	4994		76		98.8	100.0	0.0		2024-03-03T20:56:40.662Z
573.66596	Klebsiella pneumoniae KP_NORM_BLD_112178	573	WGS	5417884	57.344788	8	225635	0	0	78	5287		75		98.5	100.0	0.0		2024-03-03T20:57:11.568Z
573.66600	Klebsiella pneumoniae KP_NORM_BLD_112181	573	WGS	5325422	57.417046	8	290087	0	0	51	5209		74		98.5	100.0	0.0		2024-03-03T20:57:15.708Z
573.66601	Klebsiella pneumoniae KP_NORM_BLD_112587	573	WGS	5419529	57.416115	6	295976	0	0	46	5240		71		98.3	100.0	0.0		2024-03-03T20:57:41.556Z
573.66606	Klebsiella pneumoniae KP_NORM_BLD_112603	573	WGS	5481127	57.389294	10	148829	0	0	118	5475		74		98.0	100.0	0.0		2024-03-03T21:03:34.511Z
573.66604	Klebsiella pneumoniae KP_NORM_BLD_112902	573	WGS	5237188	57.563198	6	285327	0	0	84	5139		74		98.2	100.0	0.0		2024-03-03T20:57:54.041Z
573.66603	Klebsiella pneumoniae KP_NORM_BLD_112904	573	WGS	5526216	57.247475	11	178311	0	0	145	5578		73		97.7	100.0	0.3		2024-03-03T20:58:02.367Z
573.66605	Klebsiella pneumoniae KP_NORM_BLD_112908	573	WGS	5382833	57.328995	7	298130	0	0	48	5248		69		98.4	100.0	0.0		2024-03-03T20:57:48.497Z
573.66607	Klebsiella pneumoniae KP_NORM_BLD_112914	573	WGS	5306940	57.511955	11	171554	0	0	112	5273		75		97.8	99.3	0.1		2024-03-03T20:57:38.466Z
573.66608	Klebsiella pneumoniae KP_NORM_BLD_112916	573	WGS	5459627	57.27635	9	219153	0	0	92	5423		75		98.3	100.0	0.0		2024-03-03T20:58:05.283Z
573.66609	Klebsiella pneumoniae KP_NORM_BLD_112922	573	WGS	5536414	57.09071	9	203664	0	0	112	5490		78		97.9	100.0	0.0		2024-03-03T20:58:17.731Z
573.66611	Klebsiella pneumoniae KP_NORM_BLD_112925	573	WGS	5345357	57.332336	9	178961	0	0	65	5190		79		98.2	100.0	0.1		2024-03-03T20:58:11.304Z
573.66610	Klebsiella pneumoniae KP_NORM_BLD_112927	573	WGS	5489539	57.33201	11	214683	0	0	99	5418		74		98.0	100.0	0.0		2024-03-03T20:58:25.999Z
573.66612	Klebsiella pneumoniae KP_NORM_BLD_113296	573	WGS	5344712	57.380096	7	204151	0	0	68	5240		73		98.7	100.0	0.0		2024-03-03T20:58:13.878Z
573.66613	Klebsiella pneumoniae KP_NORM_BLD_113303	573	WGS	5451083	57.370544	10	214683	0	0	78	5365		73		98.1	100.0	0.0		2024-03-03T20:58:20.567Z
573.66616	Klebsiella pneumoniae KP_NORM_BLD_113311	573	WGS	5678160	57.13393	11	158073	0	0	124	5655		74		98.0	100.0	0.0		2024-03-03T20:58:37.900Z
573.66614	Klebsiella pneumoniae KP_NORM_BLD_113315	573	WGS	5622474	57.16932	6	327041	0	0	57	5471		75		98.0	100.0	0.0		2024-03-03T20:58:35.074Z
573.66615	Klebsiella pneumoniae KP_NORM_BLD_113321	573	WGS	5344889	57.348095	7	258513	0	0	65	5253		73		97.5	100.0	0.1		2024-03-03T20:58:23.368Z
573.66618	Klebsiella pneumoniae KP_NORM_BLD_113771	573	WGS	5515824	57.194626	10	185100	0	0	83	5439		78		98.0	100.0	0.0		2024-03-03T20:59:39.577Z
573.66622	Klebsiella pneumoniae KP_NORM_BLD_113773	573	WGS	5536819	57.158325	10	215625	0	0	96	5431		78		97.8	100.0	0.1		2024-03-03T20:59:33.597Z
573.66621	Klebsiella pneumoniae KP_NORM_BLD_113777	573	WGS	5349849	57.374477	8	240809	0	0	69	5225		70		98.3	100.0	0.1		2024-03-03T20:58:51.719Z
