genome_id	genome_name	isolation_country	host_name	collection_date	disease	mlst
"573.14485"	"Klebsiella pneumoniae KPN909ec"	"USA"	"Human, Homo sapiens"	"2013-09-14"		"MLST.klebsiella.258"
"573.14486"	"Klebsiella pneumoniae KPN912ec"	"USA"	"Human, Homo sapiens"	"2013-09-02"		"MLST.klebsiella.307"
"573.14487"	"Klebsiella pneumoniae KPN913ec"	"USA"	"Human, Homo sapiens"	"2013-09-08"		"MLST.klebsiella.307"
"573.14488"	"Klebsiella pneumoniae KPN914ec"	"USA"	"Human, Homo sapiens"	"2013-09-06"		"MLST.klebsiella.307"
"573.14489"	"Klebsiella pneumoniae KPN915ec"	"USA"	"Human, Homo sapiens"	"2013-09-26"		"MLST.klebsiella.307"
"573.14490"	"Klebsiella pneumoniae KPN916ec"	"USA"	"Human, Homo sapiens"	"2013-09-17"		"MLST.klebsiella.16"
"573.14491"	"Klebsiella pneumoniae KPN918ec"	"USA"	"Human, Homo sapiens"	"2013-09-10"		"MLST.klebsiella.258"
"573.14492"	"Klebsiella pneumoniae KPN919ec"	"USA"	"Human, Homo sapiens"	"2013-08-26"		"MLST.klebsiella.307"
"573.14494"	"Klebsiella pneumoniae KPN922ec"	"USA"	"Human, Homo sapiens"	"2013-09-04"		"MLST.klebsiella.307"
"573.14495"	"Klebsiella pneumoniae KPN923ec"	"USA"	"Human, Homo sapiens"	"2013-09-16"		"MLST.klebsiella.307"
"573.14496"	"Klebsiella pneumoniae KPN924ec"	"USA"	"Human, Homo sapiens"	"2013-09-27"		"MLST.klebsiella.258"
"573.14497"	"Klebsiella pneumoniae KPN925ec"	"USA"	"Human, Homo sapiens"	"2013-08-03"		"MLST.klebsiella.307"
"573.14498"	"Klebsiella pneumoniae KPN926ec"	"USA"	"Human, Homo sapiens"	"2013-08-06"		"MLST.klebsiella.258"
"573.14499"	"Klebsiella pneumoniae KPN927ec"	"USA"	"Human, Homo sapiens"	"2013-08-13"		"MLST.klebsiella.432"
"573.14500"	"Klebsiella pneumoniae KPN928ec"	"USA"	"Human, Homo sapiens"	"2013-08-07"		"MLST.klebsiella.307"
"573.14501"	"Klebsiella pneumoniae KPN929ec"	"USA"	"Human, Homo sapiens"	"2013-08-05"		"MLST.klebsiella.307"
"573.14502"	"Klebsiella pneumoniae KPN930ec"	"USA"	"Human, Homo sapiens"	"2013-08-10"		"MLST.klebsiella.307"
"573.14503"	"Klebsiella pneumoniae KPN931ec"	"USA"	"Human, Homo sapiens"	"2013-08-05"		"MLST.klebsiella.16"
"573.14504"	"Klebsiella pneumoniae KPN933ec"	"USA"	"Human, Homo sapiens"	"2013-08-07"		"MLST.klebsiella.307"
"573.14505"	"Klebsiella pneumoniae KPN934ec"	"USA"	"Human, Homo sapiens"	"2013-08-17"		"MLST.klebsiella.45"
"573.14506"	"Klebsiella pneumoniae KPN935ec"	"USA"	"Human, Homo sapiens"	"2013-08-16"		"MLST.klebsiella.3578"
"573.14507"	"Klebsiella pneumoniae KPN939ec"	"USA"	"Human, Homo sapiens"	"2013-08-15"		"MLST.klebsiella.258"
"573.14508"	"Klebsiella pneumoniae KPN940ec"	"USA"	"Human, Homo sapiens"	"2013-08-06"		"MLST.klebsiella.307"
"573.14509"	"Klebsiella pneumoniae KPN941ec"	"USA"	"Human, Homo sapiens"	"2013-08-18"		"MLST.klebsiella.258"
"573.14510"	"Klebsiella pneumoniae KPN942ec"	"USA"	"Human, Homo sapiens"	"2013-08-18"		"MLST.klebsiella.25"
"573.14511"	"Klebsiella pneumoniae KPN943ec"	"USA"	"Human, Homo sapiens"	"2013-08-19"		"MLST.klebsiella.16"
"573.14512"	"Klebsiella pneumoniae KPN944ec"	"USA"	"Human, Homo sapiens"	"2013-08-14"		"MLST.klebsiella.258"
"573.14513"	"Klebsiella pneumoniae KPN945ec"	"USA"	"Human, Homo sapiens"	"2013-08-16"		"MLST.klebsiella.307"
"573.14514"	"Klebsiella pneumoniae KPN946ec"	"USA"	"Human, Homo sapiens"	"2013-08-18"		"MLST.klebsiella.25"
"573.14515"	"Klebsiella pneumoniae KPN947ec"	"USA"	"Human, Homo sapiens"	"2013-08-18"		"MLST.klebsiella.25"
"573.14516"	"Klebsiella pneumoniae KPN948ec"	"USA"	"Human, Homo sapiens"	"2013-08-18"		"MLST.klebsiella.258"
"573.14517"	"Klebsiella pneumoniae KPN950ec"	"USA"	"Human, Homo sapiens"	"2013-08-21"		"MLST.klebsiella.307"
"573.14518"	"Klebsiella pneumoniae KPN952ec"	"USA"	"Human, Homo sapiens"	"2013-08-16"		"MLST.klebsiella.25"
"573.14519"	"Klebsiella pneumoniae KPN951ec"	"USA"	"Human, Homo sapiens"	"2013-08-15"		"MLST.klebsiella.307"
"573.14520"	"Klebsiella pneumoniae KPN953ec"	"USA"	"Human, Homo sapiens"	"2013-09-22"		"MLST.klebsiella.307"
"573.14521"	"Klebsiella pneumoniae KPN954ec"	"USA"	"Human, Homo sapiens"	"2013-09-27"		"MLST.klebsiella.307"
"573.14522"	"Klebsiella pneumoniae KPN956ec"	"USA"	"Human, Homo sapiens"	"2013-09-23"		"MLST.klebsiella.307"
"573.14523"	"Klebsiella pneumoniae KPN957ec"	"USA"	"Human, Homo sapiens"	"2013-09-17"		"MLST.klebsiella.258"
"573.14524"	"Klebsiella pneumoniae KPN958ec"	"USA"	"Human, Homo sapiens"	"2013-09-22"		"MLST.klebsiella.258"
"573.14525"	"Klebsiella pneumoniae KPN959ec"	"USA"	"Human, Homo sapiens"	"2013-09-25"		"MLST.klebsiella.307"
"573.14526"	"Klebsiella pneumoniae KPN960ec"	"USA"	"Human, Homo sapiens"	"2013-09-23"		"MLST.klebsiella.307"
"573.14527"	"Klebsiella pneumoniae KPN962ec"	"USA"	"Human, Homo sapiens"	"2013-08-18"		"MLST.klebsiella.25"
"573.14528"	"Klebsiella pneumoniae KPN963ec"	"USA"	"Human, Homo sapiens"	"2013-07-15"		"MLST.klebsiella.307"
"573.14529"	"Klebsiella pneumoniae KPN965ec"	"USA"	"Human, Homo sapiens"	"2013-06-17"		"MLST.klebsiella.16"
"573.14530"	"Klebsiella pneumoniae KPN966ec"	"USA"	"Human, Homo sapiens"	"2013-06-29"		"MLST.klebsiella.307"
"573.14531"	"Klebsiella pneumoniae KPN967ec"	"USA"	"Human, Homo sapiens"	"2013-07-01"		"MLST.klebsiella.258"
"573.14532"	"Klebsiella pneumoniae KPN968ec"	"USA"	"Human, Homo sapiens"	"2013-06-22"		"MLST.klebsiella.307"
"573.14533"	"Klebsiella pneumoniae KPN973ec"	"USA"	"Human, Homo sapiens"	"2013-06-25"		"MLST.klebsiella.258"
"573.14534"	"Klebsiella pneumoniae KPN974ec"	"USA"	"Human, Homo sapiens"	"2013-07-01"		"MLST.klebsiella.16"
"573.14535"	"Klebsiella pneumoniae KPN975ec"	"USA"	"Human, Homo sapiens"	"2013-07-12"		"MLST.klebsiella.307"
"573.14536"	"Klebsiella pneumoniae KPN977ec"	"USA"	"Human, Homo sapiens"	"2013-07-13"		"MLST.klebsiella.258"
"573.14537"	"Klebsiella pneumoniae KPN978ec"	"USA"	"Human, Homo sapiens"	"2013-07-10"		"MLST.klebsiella.258"
"573.14538"	"Klebsiella pneumoniae KPN980ec"	"USA"	"Human, Homo sapiens"	"2013-07-07"		"MLST.klebsiella.16"
"573.14539"	"Klebsiella pneumoniae KPN981ec"	"USA"	"Human, Homo sapiens"	"2013-07-07"		"MLST.klebsiella.280"
"573.14540"	"Klebsiella pneumoniae KPN982ec"	"USA"	"Human, Homo sapiens"	"2013-06-19"		"MLST.klebsiella.258"
"573.14541"	"Klebsiella pneumoniae KPN983ec"	"USA"	"Human, Homo sapiens"	"2013-07-05"		"MLST.klebsiella.307"
"573.14542"	"Klebsiella pneumoniae KPN984ec"	"USA"	"Human, Homo sapiens"	"2013-06-18"		"MLST.klebsiella.258"
"573.14543"	"Klebsiella pneumoniae KPN986ec"	"USA"	"Human, Homo sapiens"	"2013-06-18"		"MLST.klebsiella.307"
"573.14544"	"Klebsiella pneumoniae KPN988ec"	"USA"	"Human, Homo sapiens"	"2013-06-19"		"MLST.klebsiella.280"
"573.14545"	"Klebsiella pneumoniae KPN989ec"	"USA"	"Human, Homo sapiens"	"2013-06-18"		"MLST.klebsiella.258"
"573.14546"	"Klebsiella pneumoniae KPN990ec"	"USA"	"Human, Homo sapiens"	"2013-06-19"		"MLST.klebsiella.280"
"573.14547"	"Klebsiella pneumoniae KPN994ec"	"USA"	"Human, Homo sapiens"	"2013-06-17"		"MLST.klebsiella.258"
"573.14548"	"Klebsiella pneumoniae KPN995ec"	"USA"	"Human, Homo sapiens"	"2013-06-17"		"MLST.klebsiella.307"
"573.14549"	"Klebsiella pneumoniae KPN997ec"	"USA"	"Human, Homo sapiens"	"2013-06-21"		"MLST.klebsiella.307"
"573.14550"	"Klebsiella pneumoniae KPN999ec"	"USA"	"Human, Homo sapiens"	"2013-06-21"		"MLST.klebsiella.280"
"573.14768"	"Klebsiella pneumoniae strain 67"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.307"
"573.14769"	"Klebsiella pneumoniae strain 68"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14771"	"Klebsiella pneumoniae strain 63"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14772"	"Klebsiella pneumoniae strain 62"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14773"	"Klebsiella pneumoniae strain 61"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14775"	"Klebsiella pneumoniae strain 57"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.745"
"573.14776"	"Klebsiella pneumoniae strain 58"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.307"
"573.14777"	"Klebsiella pneumoniae strain 56"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.307"
"573.14778"	"Klebsiella pneumoniae strain 54"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14780"	"Klebsiella pneumoniae strain 52"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.258"
"573.14781"	"Klebsiella pneumoniae strain 51"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.258"
"573.14783"	"Klebsiella pneumoniae strain 49"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.258"
"573.14784"	"Klebsiella pneumoniae strain 46"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.258"
"573.14786"	"Klebsiella pneumoniae strain 43"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14787"	"Klebsiella pneumoniae strain 42"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14788"	"Klebsiella pneumoniae strain 45"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.258"
"573.14789"	"Klebsiella pneumoniae strain 40"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14790"	"Klebsiella pneumoniae strain 34"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14791"	"Klebsiella pneumoniae strain 14"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14795"	"Klebsiella pneumoniae strain 35"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14796"	"Klebsiella pneumoniae strain 29"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14800"	"Klebsiella pneumoniae strain 23"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14804"	"Klebsiella pneumoniae strain 6"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14805"	"Klebsiella pneumoniae strain 33"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.1519"
"573.14807"	"Klebsiella pneumoniae strain 1"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14812"	"Klebsiella pneumoniae strain 11"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.258"
"573.14819"	"Klebsiella pneumoniae strain 64"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14821"	"Klebsiella pneumoniae strain 55"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14822"	"Klebsiella pneumoniae strain 48"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.14840"	"Klebsiella pneumoniae strain ECCTRSRTH01"	"Thailand"	"Pig, Sus scrofa"	"2016-06-15"		"MLST.klebsiella.35"
"573.14841"	"Klebsiella pneumoniae strain KPCTRSRTH08"	"Thailand"	"Pig, Sus scrofa"	"2016-11-18"		"MLST.klebsiella.1867"
"573.14842"	"Klebsiella pneumoniae strain KPPUTH07"	"Thailand"	"Human, Homo sapiens"	"2016-06-08"		"MLST.klebsiella.101"
"573.14972"	"Klebsiella pneumoniae strain H5"	"USA"	"Human, Homo sapiens"	"2012-07-12"		"MLST.klebsiella.258"
"573.14973"	"Klebsiella pneumoniae strain F2"	"USA"	"Human, Homo sapiens"	"2012-03-02"		"MLST.klebsiella.258"
"573.14977"	"Klebsiella pneumoniae strain E5"	"USA"	"Human, Homo sapiens"	"2011-12-22"		"MLST.klebsiella.258"
"573.14979"	"Klebsiella pneumoniae strain B8"	"USA"	"Human, Homo sapiens"	"2010-03-20"		"MLST.klebsiella.258"
"573.14980"	"Klebsiella pneumoniae strain I2"	"USA"	"Human, Homo sapiens"	"2012-11-19"		"MLST.klebsiella.258"
"573.14981"	"Klebsiella pneumoniae strain H4"	"USA"	"Human, Homo sapiens"	"2012-04-02"		"MLST.klebsiella.258"
"573.14985"	"Klebsiella pneumoniae strain I1"	"USA"	"Human, Homo sapiens"	"2012-10-10"		"MLST.klebsiella.258"
"573.14986"	"Klebsiella pneumoniae strain D4"	"USA"	"Human, Homo sapiens"	"2011-05-06"		"MLST.klebsiella.258"
"573.15029"	"Klebsiella pneumoniae strain 24"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.15039"	"Klebsiella pneumoniae strain 47"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.512"
"573.15042"	"Klebsiella pneumoniae strain AR_0158"					"MLST.klebsiella.163"
"573.15043"	"Klebsiella pneumoniae strain AR_0146"					"MLST.klebsiella.11"
"573.15044"	"Klebsiella pneumoniae strain AR_0047"					"MLST.klebsiella.258"
"573.15045"	"Klebsiella pneumoniae strain ESBL-SIUK-7"	"Thailand"	"Human, Homo sapiens"	"2016-07-18"		"MLST.klebsiella.307"
"573.15050"	"Klebsiella pneumoniae strain 20"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.Klebsiella_pneumoniae.512"
"573.15053"	"Klebsiella pneumoniae strain 15"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.Klebsiella_pneumoniae.512"
"573.15056"	"Klebsiella pneumoniae strain 38"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.Klebsiella_pneumoniae.512"
"573.15057"	"Klebsiella pneumoniae strain 37"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.Klebsiella_pneumoniae.512"
"573.15058"	"Klebsiella pneumoniae strain 32"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.Klebsiella_pneumoniae.512"
"573.15059"	"Klebsiella pneumoniae strain 41"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.Klebsiella_pneumoniae.512"
"573.15107"	"Klebsiella pneumoniae strain AR_0129"					"MLST.klebsiella.258"
"573.15108"	"Klebsiella pneumoniae strain AR_0143"					"MLST.klebsiella.14"
"573.15217"	"Klebsiella pneumoniae strain AR_0112"					"MLST.klebsiella.258"
"573.15223"	"Klebsiella pneumoniae strain 3"	"Italy"	"Human, Homo sapiens"	"2012-2014"		"MLST.klebsiella.11"
"573.15230"	"Klebsiella pneumoniae strain C2"	"USA"	"Human, Homo sapiens"	"2017"		"MLST.klebsiella.3620"
"573.15233"	"Klebsiella pneumoniae strain C3"	"USA"	"Human, Homo sapiens"	"2017"		"MLST.klebsiella.231"
"573.15239"	"Klebsiella pneumoniae strain C5"	"USA"	"Human, Homo sapiens"	"2017"		"MLST.klebsiella.231"
"573.15329"	"Klebsiella pneumoniae strain KSB1_5D"	"Australia"	"Human, Homo sapiens"	"2013-08-27"		"MLST.klebsiella.340"
"573.15360"	"Klebsiella pneumoniae strain INF249"	"Australia"	"Human, Homo sapiens"	"2013-12-01"		"MLST.klebsiella.29"
"573.15361"	"Klebsiella pneumoniae strain INF322"	"Australia"	"Human, Homo sapiens"	"2014-02-17"		"MLST.klebsiella.29"
"573.15362"	"Klebsiella pneumoniae strain KSB1_7E"	"Australia"	"Human, Homo sapiens"	"2013-09-17"		"MLST.klebsiella.323"
"573.15364"	"Klebsiella pneumoniae strain INF278"	"Australia"	"Human, Homo sapiens"	"2014-01-08"		"MLST.klebsiella.340"
"573.15366"	"Klebsiella pneumoniae strain INF042"	"Australia"	"Human, Homo sapiens"	"2013-05-08"		"MLST.klebsiella.37"
"573.15367"	"Klebsiella pneumoniae strain KSB2_1B"	"Australia"	"Human, Homo sapiens"	"2014-02-25"		"MLST.klebsiella.323"
"573.15368"	"Klebsiella pneumoniae strain KSB1_10J"	"Australia"	"Human, Homo sapiens"	"2014-02-11"		"MLST.klebsiella.323"
"573.15369"	"Klebsiella pneumoniae strain INF158"	"Australia"	"Human, Homo sapiens"	"2013-08-26"		"MLST.klebsiella.340"
"573.15370"	"Klebsiella pneumoniae strain INF157"	"Australia"	"Human, Homo sapiens"	"2013-08-26"		"MLST.klebsiella.340"
"573.15371"	"Klebsiella pneumoniae strain KSB1_9D"	"Australia"	"Human, Homo sapiens"	"2013-09-03"		"MLST.klebsiella.340"
"573.15372"	"Klebsiella pneumoniae strain INF059"	"Australia"	"Human, Homo sapiens"	"2013-05-16"		"MLST.klebsiella.37"
"573.15373"	"Klebsiella pneumoniae strain KSB1_7J"	"Australia"	"Human, Homo sapiens"	"2014-02-04"		"MLST.klebsiella.37"
"573.15374"	"Klebsiella pneumoniae strain INF163"	"Australia"	"Human, Homo sapiens"	"2013-09-03"		"MLST.klebsiella.340"
"573.15375"	"Klebsiella pneumoniae strain INF164"	"Australia"	"Human, Homo sapiens"	"2013-09-03"		"MLST.klebsiella.340"
"573.15376"	"Klebsiella pneumoniae strain INF274"	"Australia"	"Human, Homo sapiens"	"2014-01-02"		"MLST.klebsiella.340"
"573.15377"	"Klebsiella pneumoniae strain KSB1_4E"	"Australia"	"Human, Homo sapiens"	"2013-09-10"		"MLST.klebsiella.323"
"573.15420"	"Klebsiella pneumoniae strain AR_0112"					"MLST.Klebsiella_pneumoniae.258"
"573.15433"	"Klebsiella pneumoniae strain 10315_6#10"	"Nepal"	"Human, Homo sapiens"	"2012-06-16"		"MLST.klebsiella.14"
"573.15434"	"Klebsiella pneumoniae strain 10315_6#11"	"Nepal"	"Human, Homo sapiens"	"2012-06-17"		"MLST.klebsiella.15"
"573.15435"	"Klebsiella pneumoniae strain 10315_6#17"	"Nepal"	"Human, Homo sapiens"	"2012-06-26"		"MLST.klebsiella.15"
"573.15436"	"Klebsiella pneumoniae strain 10315_6#13"	"Nepal"	"Human, Homo sapiens"	"2012-06-19"		"MLST.klebsiella.15"
"573.15438"	"Klebsiella pneumoniae strain 10315_6#19"	"Nepal"	"Human, Homo sapiens"	"2012-06-26"		"MLST.klebsiella.15"
"573.15439"	"Klebsiella pneumoniae strain 10315_6#18"	"Nepal"	"Human, Homo sapiens"	"2012-06-28"		"MLST.klebsiella.15"
"573.15440"	"Klebsiella pneumoniae strain 10315_6#2"	"Nepal"	"Human, Homo sapiens"	"2012-05-17"		"MLST.klebsiella.15"
"573.15441"	"Klebsiella pneumoniae strain 10315_6#20"	"Nepal"	"Human, Homo sapiens"	"2012-06-29"		"MLST.klebsiella.15"
"573.15442"	"Klebsiella pneumoniae strain 10315_6#22"	"Nepal"	"Human, Homo sapiens"	"2012-01-07"		"MLST.klebsiella.340"
"573.15443"	"Klebsiella pneumoniae strain 10315_6#23"	"Nepal"	"Human, Homo sapiens"	"2012-01-07"		"MLST.klebsiella.1787"
"573.15444"	"Klebsiella pneumoniae strain 10315_6#24"	"Nepal"	"Human, Homo sapiens"	"2012-06-30"		"MLST.klebsiella.297"
"573.15445"	"Klebsiella pneumoniae strain 10315_6#27"	"Nepal"	"Human, Homo sapiens"	"2012-06-07"		"MLST.klebsiella.307"
"573.15446"	"Klebsiella pneumoniae strain 10315_6#28"	"Nepal"	"Human, Homo sapiens"	"2012-07-07"		"MLST.klebsiella.15"
"573.15447"	"Klebsiella pneumoniae strain 10315_6#29"	"Nepal"	"Human, Homo sapiens"	"2012-08-07"		"MLST.klebsiella.15"
"573.15448"	"Klebsiella pneumoniae strain 10315_6#3"	"Nepal"	"Human, Homo sapiens"	"2012-05-24"		"MLST.klebsiella.15"
"573.15449"	"Klebsiella pneumoniae strain 10315_6#31"	"Nepal"	"Human, Homo sapiens"	"2012-11-07"		"MLST.klebsiella.147"
"573.15451"	"Klebsiella pneumoniae strain 10315_6#34"	"Nepal"	"Human, Homo sapiens"	"2012-07-19"		"MLST.klebsiella.661"
"573.15452"	"Klebsiella pneumoniae strain 10315_6#38"	"Nepal"	"Human, Homo sapiens"	"2012-07-24"		"MLST.klebsiella.1"
"573.15455"	"Klebsiella pneumoniae strain 10315_6#41"	"Nepal"	"Human, Homo sapiens"	"2012-07-26"		"MLST.klebsiella.307"
"573.15456"	"Klebsiella pneumoniae strain 10315_6#42"	"Nepal"	"Human, Homo sapiens"	"2012-07-29"		"MLST.klebsiella.661"
"573.15458"	"Klebsiella pneumoniae strain 10315_6#49"	"Nepal"	"Human, Homo sapiens"	"2012-11-08"		"MLST.klebsiella.3395"
"573.15459"	"Klebsiella pneumoniae strain 10315_6#43"	"Nepal"	"Human, Homo sapiens"	"2012-07-31"		"MLST.klebsiella.14"
"573.15460"	"Klebsiella pneumoniae strain 10315_6#44"	"Nepal"	"Human, Homo sapiens"	"2012-07-31"		"MLST.klebsiella.2326"
"573.15461"	"Klebsiella pneumoniae strain 10315_6#5"	"Nepal"	"Human, Homo sapiens"	"2012-05-28"		"MLST.klebsiella.15"
"573.15462"	"Klebsiella pneumoniae strain 10315_6#51"	"Nepal"	"Human, Homo sapiens"	"2012-12-08"		"MLST.klebsiella.307"
"573.15463"	"Klebsiella pneumoniae strain 10315_6#52"	"Nepal"	"Human, Homo sapiens"	"2012-12-08"		"MLST.klebsiella.37"
"573.15465"	"Klebsiella pneumoniae strain 10315_6#54"	"Nepal"	"Human, Homo sapiens"	"2012-08-16"		"MLST.klebsiella.20"
"573.15466"	"Klebsiella pneumoniae strain 10315_6#57"	"Nepal"	"Human, Homo sapiens"	"2012-08-23"		"MLST.klebsiella.15"
"573.15467"	"Klebsiella pneumoniae strain 10315_6#6"	"Nepal"	"Human, Homo sapiens"	"2012-01-06"		"MLST.klebsiella.15"
"573.15468"	"Klebsiella pneumoniae strain 10315_6#59"	"Nepal"	"Human, Homo sapiens"	"2012-08-26"		"MLST.klebsiella.340"
"573.15469"	"Klebsiella pneumoniae strain 10315_6#58"	"Nepal"	"Human, Homo sapiens"	"2012-08-25"		"MLST.klebsiella.45"
"573.15471"	"Klebsiella pneumoniae strain 10315_6#60"	"Nepal"	"Human, Homo sapiens"	"2012-08-26"		"MLST.klebsiella.1"
"573.15472"	"Klebsiella pneumoniae strain 10315_6#62"	"Nepal"	"Human, Homo sapiens"	"2012-09-09"		"MLST.klebsiella.15"
"573.15473"	"Klebsiella pneumoniae strain 10315_6#65"	"Nepal"	"Human, Homo sapiens"	"2012-09-24"		"MLST.klebsiella.628"
"573.15474"	"Klebsiella pneumoniae strain 10315_6#66"	"Nepal"	"Human, Homo sapiens"	"2012-09-25"		"MLST.klebsiella.15"
"573.15475"	"Klebsiella pneumoniae strain 10315_6#67"	"Nepal"	"Human, Homo sapiens"	"2012-09-26"		"MLST.klebsiella.3395"
"573.15476"	"Klebsiella pneumoniae strain 10315_6#68"	"Nepal"	"Human, Homo sapiens"	"2012-09-26"		"MLST.klebsiella.3395"
"573.15477"	"Klebsiella pneumoniae strain 10315_6#69"	"Nepal"	"Human, Homo sapiens"	"2012-09-27"		"MLST.klebsiella.711"
"573.15478"	"Klebsiella pneumoniae strain 10315_6#7"	"Nepal"	"Human, Homo sapiens"	"2012-03-06"		"MLST.klebsiella.15"
"573.15479"	"Klebsiella pneumoniae strain 10315_6#70"	"Nepal"	"Human, Homo sapiens"	"2012-09-28"		"MLST.klebsiella.20"
"573.15480"	"Klebsiella pneumoniae strain 10315_6#71"	"Nepal"	"Human, Homo sapiens"	"2012-09-29"		"MLST.klebsiella.3395"
"573.15481"	"Klebsiella pneumoniae strain 10315_6#72"	"Nepal"	"Human, Homo sapiens"	"2012-09-29"		"MLST.klebsiella.716"
"573.15482"	"Klebsiella pneumoniae strain 10315_6#73"	"Nepal"	"Human, Homo sapiens"	"2012-09-29"		"MLST.klebsiella.15"
"573.15483"	"Klebsiella pneumoniae strain 10315_6#74"	"Nepal"	"Human, Homo sapiens"	"2012-09-30"		"MLST.klebsiella.29"
"573.15484"	"Klebsiella pneumoniae strain 10315_6#75"	"Nepal"	"Human, Homo sapiens"	"2012-01-10"		"MLST.klebsiella.3395"
"573.15485"	"Klebsiella pneumoniae strain 10315_6#76"	"Nepal"	"Human, Homo sapiens"	"2012-01-10"		"MLST.klebsiella.11"
"573.15486"	"Klebsiella pneumoniae strain 10315_6#77"	"Nepal"	"Human, Homo sapiens"	"2012-06-10"		"MLST.klebsiella.15"
"573.15487"	"Klebsiella pneumoniae strain 10315_6#78"	"Nepal"	"Human, Homo sapiens"	"2012-10-10"		"MLST.klebsiella.15"
"573.15488"	"Klebsiella pneumoniae strain 10315_6#79"	"Nepal"	"Human, Homo sapiens"	"2012-10-10"		"MLST.klebsiella.15"
"573.15489"	"Klebsiella pneumoniae strain 10315_6#8"	"Nepal"	"Human, Homo sapiens"	"2012-09-06"		"MLST.klebsiella.15"
"573.15490"	"Klebsiella pneumoniae strain 10315_6#80"	"Nepal"	"Human, Homo sapiens"	"2012-11-10"		"MLST.klebsiella.15"
"573.15491"	"Klebsiella pneumoniae strain 10315_6#82"	"Nepal"	"Human, Homo sapiens"	"2012-10-14"		"MLST.klebsiella.15"
"573.15493"	"Klebsiella pneumoniae strain 10315_6#87"	"Nepal"	"Human, Homo sapiens"	"2012-10-21"		"MLST.klebsiella.3395"
"573.15495"	"Klebsiella pneumoniae strain 10315_6#89"	"Nepal"	"Human, Homo sapiens"	"2012-10-29"		"MLST.klebsiella.3395"
"573.15496"	"Klebsiella pneumoniae strain 10315_6#9"	"Nepal"	"Human, Homo sapiens"	"2012-06-13"		"MLST.klebsiella.15"
"573.15497"	"Klebsiella pneumoniae strain 10315_6#92"	"Nepal"	"Human, Homo sapiens"	"2012-05-11"		"MLST.klebsiella.3395"
"573.15498"	"Klebsiella pneumoniae strain 10315_6#93"	"Nepal"	"Human, Homo sapiens"	"2012-05-11"		"MLST.klebsiella.3395"
"573.15499"	"Klebsiella pneumoniae strain 10315_6#95"	"Nepal"	"Human, Homo sapiens"	"2012-07-11"		"MLST.klebsiella.3395"
